"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
925;66;"G";80;0,994974874371859;0,904522613065327;1;1;0,904522613065327;"285-2";2560;1;90;778,273586937253
949;66;"G";80;0,994974874371859;0,904522613065327;1;1;0,904522613065327;"232-2";2772;1;90;852,9543578825
1009;66;"G";80;0,994974874371859;0,904522613065327;1;1;0,904522613065327;"G1206-3";1937;1;100;869,30840562165
1023;66;"G";80;1;0,904522613065327;1;1;0,904522613065327;"247-1";4809;1;90;1032,66786239258
1024;66;"G";80;1;0,904522613065327;1;1;0,904522613065327;"66-1";4806;1;90;1038,37163021269
1031;66;"G";80;1;0,904522613065327;1;1;0,904522613065327;"295-2";1829;1;40;878,723213651964
1047;66;"G";80;1;0,904522613065327;1;1;0,904522613065327;"295-1";1679;1;40;1045,1418945199
12;65;"G";80;0,969849246231156;0,934673366834171;1;1;0,909547738693467;"ER 20D-2";1880;1;80;746,259039057994
14;65;"G";80;0,979899497487437;0,934673366834171;1;1;0,919597989949749;"211-1";2241;2;80;883,736961496171
32;65;"G";80;0,974874371859296;0,934673366834171;1;1;0,909547738693467;"295-1";1279;1;80;889,006873563089
57;65;"G";80;0,979899497487437;0,934673366834171;1;1;0,919597989949749;"264-1";3456;1;80;765,887583017809
79;65;"G";80;0,994974874371859;0,934673366834171;1;1;0,934673366834171;"G1206-3";2087;1;80;883,367468423894
102;65;"G";80;0,969849246231156;0,934673366834171;1;1;0,909547738693467;"G1206-1";2090;1;80;863,229807604932
128;65;"G";80;0,984924623115578;0,934673366834171;1;1;0,919597989949749;"9274-1";1980;1;80;1021,11895287679
164;65;"G";80;0,979899497487437;0,934673366834171;1;1;0,919597989949749;"294-3";1480;1;80;881,272152419471
167;65;"G";80;0,974874371859296;0,934673366834171;1;1;0,914572864321608;"232-2";2322;1;80;755,6825161526
175;65;"G";80;1;0,934673366834171;1;1;0,934673366834171;"G1206-1";2690;1;80;1021,47582818879
177;65;"G";80;0,984924623115578;0,934673366834171;1;1;0,919597989949749;"G1206-1";2590;1;80;1016,52311609825
181;65;"G";80;0,979899497487437;0,934673366834171;1;1;0,919597989949749;"DH1004-1";1072;1;90;779,181259904269
184;65;"G";80;0,979899497487437;0,934673366834171;1;1;0,919597989949749;"G1206-3";1687;1;80;848,741788622444
206;65;"G";80;0,979899497487437;0,934673366834171;1;1;0,919597989949749;"G1700-2";1688;1;90;762,55635926115
266;65;"G";80;0,969849246231156;0,934673366834171;1;1;0,909547738693467;"294-3";1380;1;80;867,193864633555
283;65;"G";80;0,974874371859296;0,934673366834171;1;1;0,914572864321608;"ER 20D-2";1970;1;90;753,487189198305
292;65;"G";80;0,974874371859296;0,934673366834171;1;1;0,909547738693467;"294-1";1279;1;80;891,689169221388
415;65;"G";80;0,974874371859296;0,934673366834171;1;1;0,914572864321608;"232-2";2422;1;90;763,52993209362
417;65;"G";80;0,964824120603015;0,934673366834171;1;1;0,904522613065327;"G1206-1";4100;2;80;859,556734209813
420;65;"G";80;1;0,934673366834171;1;1;0,934673366834171;"DE1002-1";3990;1;80;1155,78017715167
429;65;"G";80;0,994974874371859;0,934673366834171;1;1;0,934673366834171;"G1206-3";3674;2;80;860,529187374215
430;65;"G";80;0,994974874371859;0,934673366834171;1;1;0,934673366834171;"G1206-3";2187;1;80;893,736394836174
432;65;"G";80;0,994974874371859;0,934673366834171;1;1;0,934673366834171;"203-1";1868;1;90;876,915924242969
444;65;"G";80;0,994974874371859;0,934673366834171;1;1;0,934673366834171;"203-1";1668;1;80;792,24707215649
446;65;"G";80;0,979899497487437;0,934673366834171;1;1;0,919597989949749;"203-1";1368;1;90;752,817898354465
460;65;"G";80;0,964824120603015;0,934673366834171;1;1;0,904522613065327;"G1700-1";1687;1;90;844,640229594921
463;65;"G";80;0,979899497487437;0,934673366834171;1;1;0,919597989949749;"66-1";3526;1;100;866,352778635464
470;65;"G";80;0,994974874371859;0,934673366834171;1;1;0,934673366834171;"66-2";3726;1;90;876,356908242111
481;65;"G";80;0,969849246231156;0,934673366834171;1;1;0,909547738693467;"203-1";1267;1;80;741,679472634862
503;65;"G";80;0,994974874371859;0,934673366834171;1;1;0,934673366834171;"G1206-4";1887;1;60;865,712512650703
533;65;"G";80;0,979899497487437;0,934673366834171;1;1;0,919597989949749;"261-1";1480;1;80;881,837246282889
558;65;"G";80;0,994974874371859;0,934673366834171;1;1;0,934673366834171;"225-1";1428;1;80;782,908512801698
561;65;"G";80;0,979899497487437;0,934673366834171;1;1;0,919597989949749;"G1700-1";2087;1;80;859,519887004114
620;65;"G";80;0,969849246231156;0,934673366834171;1;1;0,909547738693467;"203-1";1268;1;80;741,785959688446
628;65;"G";80;0,984924623115578;0,934673366834171;1;1;0,919597989949749;"294-1";1329;1;80;903,290386568296
647;65;"G";80;0,974874371859296;0,934673366834171;1;1;0,914572864321608;"G1206-3";1487;1;100;761,720826760884
649;65;"G";80;0,994974874371859;0,934673366834171;1;1;0,934673366834171;"G1206-3";1887;1;100;864,941777996404
676;65;"G";80;1;0,934673366834171;1;1;0,934673366834171;"1293-2";1680;1;65;921,334459946183
703;65;"G";80;0,969849246231156;0,934673366834171;1;1;0,909547738693467;"294-3";1370;1;80;865,891804639891
711;65;"G";80;1;0,934673366834171;1;1;0,934673366834171;"294-1";1764;1;40;1056,52845475141
712;65;"G";80;1;0,934673366834171;1;1;0,934673366834171;"294-2";1789;1;40;850,482585930078
723;65;"G";80;1;0,934673366834171;1;1;0,934673366834171;"363-1";2376;2;60;1103,09711723805
758;65;"G";80;0,994974874371859;0,934673366834171;1;1;0,934673366834171;"203-1";1598;1;100;781,902042638094
779;65;"G";80;0,979899497487437;0,934673366834171;1;1;0,919597989949749;"250-1";3476;1;90;855,123388143463
780;65;"G";80;0,974874371859296;0,934673366834171;1;1;0,914572864321608;"246-1";1882;1;90;749,605677110588
784;65;"G";80;0,979899497487437;0,934673366834171;1;1;0,919597989949749;"250-1";3326;1;90;849,100782178489
872;65;"G";80;0,994974874371859;0,934673366834171;1;1;0,934673366834171;"232-2";2762;1;100;852,467786771253
883;65;"G";80;0,994974874371859;0,934673366834171;1;1;0,934673366834171;"66-1";3726;1;90;876,356908242111
894;65;"G";80;0,974874371859296;0,934673366834171;1;1;0,914572864321608;"371-1";2084;1;100;740,655703291717
897;65;"G";80;0,969849246231156;0,934673366834171;1;1;0,909547738693467;"180-1";2384;1;90;739,848908452917
904;65;"G";80;0,974874371859296;0,934673366834171;1;1;0,914572864321608;"180-1";2484;1;90;750,985958691341
920;65;"G";80;0,994974874371859;0,934673366834171;1;1;0,934673366834171;"264-1";4356;1;80;876,87510703218
921;65;"G";80;0,974874371859296;0,934673366834171;1;1;0,914572864321608;"264-1";3076;1;90;746,923104667902
923;65;"G";80;0,994974874371859;0,934673366834171;1;1;0,934673366834171;"246-1";2482;1;80;861,830255963242
925;65;"G";80;0,994974874371859;0,934673366834171;1;1;0,934673366834171;"285-2";2560;1;90;778,273586937253
940;65;"G";80;0,974874371859296;0,934673366834171;1;1;0,909547738693467;"298-1";1168;1;80;1004,99701624139
947;65;"G";80;0,984924623115578;0,934673366834171;1;1;0,919597989949749;"261-2";1880;1;50;1022,21376116044
949;65;"G";80;0,994974874371859;0,934673366834171;1;1;0,934673366834171;"232-2";2772;1;90;852,9543578825
950;65;"G";80;0,979899497487437;0,934673366834171;1;1;0,919597989949749;"232-2";2662;1;90;785,513332220166
951;65;"G";80;0,979899497487437;0,934673366834171;1;1;0,919597989949749;"261-1";1400;1;80;870,580423277295
952;65;"G";80;0,964824120603015;0,934673366834171;1;1;0,904522613065327;"261-1";1330;1;80;861,61518221568
953;65;"G";80;0,969849246231156;0,934673366834171;1;1;0,909547738693467;"261-1";1380;1;100;867,944549836015
974;65;"G";80;0,984924623115578;0,934673366834171;1;1;0,919597989949749;"295-1";1359;1;80;907,09860687469
977;65;"G";80;0,979899497487437;0,934673366834171;1;1;0,919597989949749;"260-2";1704;1;90;851,82171463553
990;65;"G";80;0,984924623115578;0,934673366834171;1;1;0,919597989949749;"261-2";1965;1;50;1029,31424656248
1008;65;"G";80;0,969849246231156;0,934673366834171;1;1;0,909547738693467;"203-1";1168;1;80;689,201096924137
1009;65;"G";80;0,994974874371859;0,934673366834171;1;1;0,934673366834171;"G1206-3";1937;1;100;869,30840562165
1015;65;"G";80;0,974874371859296;0,934673366834171;1;1;0,914572864321608;"66-1";3096;1;90;789,367181917803
1023;65;"G";80;1;0,934673366834171;1;1;0,934673366834171;"247-1";4809;1;90;1032,66786239258
1024;65;"G";80;1;0,934673366834171;1;1;0,934673366834171;"66-1";4806;1;90;1038,37163021269
1027;65;"G";80;0,979899497487437;0,934673366834171;1;1;0,919597989949749;"G1000-1";1380;1;100;861,097230636314
1031;65;"G";80;1;0,934673366834171;1;1;0,934673366834171;"295-2";1829;1;40;878,723213651964
1046;65;"G";80;0,984924623115578;0,934673366834171;1;1;0,919597989949749;"295-1";1379;1;40;912,571717280742
1047;65;"G";80;1;0,934673366834171;1;1;0,934673366834171;"295-1";1679;1;40;1045,1418945199
1053;65;"G";80;0,984924623115578;0,934673366834171;1;1;0,919597989949749;"295-1";1479;1;80;1024,27591868554
12;64;"G";80;0,969849246231156;0,939698492462312;1;1;0,914572864321608;"ER 20D-2";1880;1;80;746,259039057994
14;64;"G";80;0,979899497487437;0,939698492462312;1;1;0,924623115577889;"211-1";2241;2;80;883,736961496171
32;64;"G";80;0,974874371859296;0,939698492462312;1;1;0,914572864321608;"295-1";1279;1;80;889,006873563089
57;64;"G";80;0,979899497487437;0,939698492462312;1;1;0,924623115577889;"264-1";3456;1;80;765,887583017809
79;64;"G";80;0,994974874371859;0,939698492462312;1;1;0,939698492462312;"G1206-3";2087;1;80;883,367468423894
102;64;"G";80;0,969849246231156;0,939698492462312;1;1;0,914572864321608;"G1206-1";2090;1;80;863,229807604932
128;64;"G";80;0,984924623115578;0,939698492462312;1;1;0,924623115577889;"9274-1";1980;1;80;1021,11895287679
164;64;"G";80;0,979899497487437;0,939698492462312;1;1;0,924623115577889;"294-3";1480;1;80;881,272152419471
167;64;"G";80;0,974874371859296;0,939698492462312;1;1;0,919597989949749;"232-2";2322;1;80;755,6825161526
174;64;"G";80;0,959798994974874;0,939698492462312;1;1;0,904522613065327;"260-2";1484;1;90;762,242940439577
175;64;"G";80;1;0,939698492462312;1;1;0,939698492462312;"G1206-1";2690;1;80;1021,47582818879
177;64;"G";80;0,984924623115578;0,939698492462312;1;1;0,924623115577889;"G1206-1";2590;1;80;1016,52311609825
181;64;"G";80;0,979899497487437;0,939698492462312;1;1;0,924623115577889;"DH1004-1";1072;1;90;779,181259904269
184;64;"G";80;0,979899497487437;0,939698492462312;1;1;0,924623115577889;"G1206-3";1687;1;80;848,741788622444
206;64;"G";80;0,979899497487437;0,939698492462312;1;1;0,924623115577889;"G1700-2";1688;1;90;762,55635926115
266;64;"G";80;0,969849246231156;0,939698492462312;1;1;0,914572864321608;"294-3";1380;1;80;867,193864633555
283;64;"G";80;0,974874371859296;0,939698492462312;1;1;0,919597989949749;"ER 20D-2";1970;1;90;753,487189198305
288;64;"G";80;0,959798994974874;0,939698492462312;1;1;0,904522613065327;"261-1";1280;1;60;824,956462813785
292;64;"G";80;0,974874371859296;0,939698492462312;1;1;0,914572864321608;"294-1";1279;1;80;891,689169221388
376;64;"G";80;0,959798994974874;0,939698492462312;1;1;0,904522613065327;"294-3";1280;1;80;854,838160396345
415;64;"G";80;0,974874371859296;0,939698492462312;1;1;0,919597989949749;"232-2";2422;1;90;763,52993209362
417;64;"G";80;0,964824120603015;0,939698492462312;1;1;0,909547738693467;"G1206-1";4100;2;80;859,556734209813
420;64;"G";80;1;0,939698492462312;1;1;0,939698492462312;"DE1002-1";3990;1;80;1155,78017715167
427;64;"G";80;0,959798994974874;0,939698492462312;1;1;0,904522613065327;"G1206-3";1387;1;80;749,114112518104
429;64;"G";80;0,994974874371859;0,939698492462312;1;1;0,939698492462312;"G1206-3";3674;2;80;860,529187374215
430;64;"G";80;0,994974874371859;0,939698492462312;1;1;0,939698492462312;"G1206-3";2187;1;80;893,736394836174
432;64;"G";80;0,994974874371859;0,939698492462312;1;1;0,939698492462312;"203-1";1868;1;90;876,915924242969
444;64;"G";80;0,994974874371859;0,939698492462312;1;1;0,939698492462312;"203-1";1668;1;80;792,24707215649
446;64;"G";80;0,979899497487437;0,939698492462312;1;1;0,924623115577889;"203-1";1368;1;90;752,817898354465
460;64;"G";80;0,964824120603015;0,939698492462312;1;1;0,909547738693467;"G1700-1";1687;1;90;844,640229594921
463;64;"G";80;0,979899497487437;0,939698492462312;1;1;0,924623115577889;"66-1";3526;1;100;866,352778635464
470;64;"G";80;0,994974874371859;0,939698492462312;1;1;0,939698492462312;"66-2";3726;1;90;876,356908242111
481;64;"G";80;0,969849246231156;0,939698492462312;1;1;0,914572864321608;"203-1";1267;1;80;741,679472634862
503;64;"G";80;0,994974874371859;0,939698492462312;1;1;0,939698492462312;"G1206-4";1887;1;60;865,712512650703
533;64;"G";80;0,979899497487437;0,939698492462312;1;1;0,924623115577889;"261-1";1480;1;80;881,837246282889
558;64;"G";80;0,994974874371859;0,939698492462312;1;1;0,939698492462312;"225-1";1428;1;80;782,908512801698
561;64;"G";80;0,979899497487437;0,939698492462312;1;1;0,924623115577889;"G1700-1";2087;1;80;859,519887004114
620;64;"G";80;0,969849246231156;0,939698492462312;1;1;0,914572864321608;"203-1";1268;1;80;741,785959688446
628;64;"G";80;0,984924623115578;0,939698492462312;1;1;0,924623115577889;"294-1";1329;1;80;903,290386568296
639;64;"G";80;0,964824120603015;0,939698492462312;1;1;0,904522613065327;"D 75BB-1";1066;1;80;873,169327005145
647;64;"G";80;0,974874371859296;0,939698492462312;1;1;0,919597989949749;"G1206-3";1487;1;100;761,720826760884
649;64;"G";80;0,994974874371859;0,939698492462312;1;1;0,939698492462312;"G1206-3";1887;1;100;864,941777996404
676;64;"G";80;1;0,939698492462312;1;1;0,939698492462312;"1293-2";1680;1;65;921,334459946183
703;64;"G";80;0,969849246231156;0,939698492462312;1;1;0,914572864321608;"294-3";1370;1;80;865,891804639891
711;64;"G";80;1;0,939698492462312;1;1;0,939698492462312;"294-1";1764;1;40;1056,52845475141
712;64;"G";80;1;0,939698492462312;1;1;0,939698492462312;"294-2";1789;1;40;850,482585930078
723;64;"G";80;1;0,939698492462312;1;1;0,939698492462312;"363-1";2376;2;60;1103,09711723805
758;64;"G";80;0,994974874371859;0,939698492462312;1;1;0,939698492462312;"203-1";1598;1;100;781,902042638094
772;64;"G";80;0,959798994974874;0,939698492462312;1;1;0,904522613065327;"232-2";2072;1;90;738,144435372518
779;64;"G";80;0,979899497487437;0,939698492462312;1;1;0,924623115577889;"250-1";3476;1;90;855,123388143463
780;64;"G";80;0,974874371859296;0,939698492462312;1;1;0,919597989949749;"246-1";1882;1;90;749,605677110588
784;64;"G";80;0,979899497487437;0,939698492462312;1;1;0,924623115577889;"250-1";3326;1;90;849,100782178489
828;64;"G";80;0,959798994974874;0,939698492462312;1;1;0,904522613065327;"140-1";2283;1;100;695,791805181298
872;64;"G";80;0,994974874371859;0,939698492462312;1;1;0,939698492462312;"232-2";2762;1;100;852,467786771253
880;64;"G";80;0,959798994974874;0,939698492462312;1;1;0,904522613065327;"232-2";2087;1;80;739,128523206448
883;64;"G";80;0,994974874371859;0,939698492462312;1;1;0,939698492462312;"66-1";3726;1;90;876,356908242111
894;64;"G";80;0,974874371859296;0,939698492462312;1;1;0,919597989949749;"371-1";2084;1;100;740,655703291717
897;64;"G";80;0,969849246231156;0,939698492462312;1;1;0,914572864321608;"180-1";2384;1;90;739,848908452917
900;64;"G";80;0,959798994974874;0,939698492462312;1;1;0,904522613065327;"371-1";1884;1;100;715,305773292214
904;64;"G";80;0,974874371859296;0,939698492462312;1;1;0,919597989949749;"180-1";2484;1;90;750,985958691341
914;64;"G";80;0,959798994974874;0,939698492462312;1;1;0,904522613065327;"180-1";2284;1;90;710,313658532563
920;64;"G";80;0,994974874371859;0,939698492462312;1;1;0,939698492462312;"264-1";4356;1;80;876,87510703218
921;64;"G";80;0,974874371859296;0,939698492462312;1;1;0,919597989949749;"264-1";3076;1;90;746,923104667902
923;64;"G";80;0,994974874371859;0,939698492462312;1;1;0,939698492462312;"246-1";2482;1;80;861,830255963242
925;64;"G";80;0,994974874371859;0,939698492462312;1;1;0,939698492462312;"285-2";2560;1;90;778,273586937253
940;64;"G";80;0,974874371859296;0,939698492462312;1;1;0,914572864321608;"298-1";1168;1;80;1004,99701624139
947;64;"G";80;0,984924623115578;0,939698492462312;1;1;0,924623115577889;"261-2";1880;1;50;1022,21376116044
949;64;"G";80;0,994974874371859;0,939698492462312;1;1;0,939698492462312;"232-2";2772;1;90;852,9543578825
950;64;"G";80;0,979899497487437;0,939698492462312;1;1;0,924623115577889;"232-2";2662;1;90;785,513332220166
951;64;"G";80;0,979899497487437;0,939698492462312;1;1;0,924623115577889;"261-1";1400;1;80;870,580423277295
952;64;"G";80;0,964824120603015;0,939698492462312;1;1;0,909547738693467;"261-1";1330;1;80;861,61518221568
953;64;"G";80;0,969849246231156;0,939698492462312;1;1;0,914572864321608;"261-1";1380;1;100;867,944549836015
974;64;"G";80;0,984924623115578;0,939698492462312;1;1;0,924623115577889;"295-1";1359;1;80;907,09860687469
977;64;"G";80;0,979899497487437;0,939698492462312;1;1;0,924623115577889;"260-2";1704;1;90;851,82171463553
990;64;"G";80;0,984924623115578;0,939698492462312;1;1;0,924623115577889;"261-2";1965;1;50;1029,31424656248
1008;64;"G";80;0,969849246231156;0,939698492462312;1;1;0,914572864321608;"203-1";1168;1;80;689,201096924137
1009;64;"G";80;0,994974874371859;0,939698492462312;1;1;0,939698492462312;"G1206-3";1937;1;100;869,30840562165
1015;64;"G";80;0,974874371859296;0,939698492462312;1;1;0,919597989949749;"66-1";3096;1;90;789,367181917803
1023;64;"G";80;1;0,939698492462312;1;1;0,939698492462312;"247-1";4809;1;90;1032,66786239258
1024;64;"G";80;1;0,939698492462312;1;1;0,939698492462312;"66-1";4806;1;90;1038,37163021269
1027;64;"G";80;0,979899497487437;0,939698492462312;1;1;0,924623115577889;"G1000-1";1380;1;100;861,097230636314
1031;64;"G";80;1;0,939698492462312;1;1;0,939698492462312;"295-2";1829;1;40;878,723213651964
1046;64;"G";80;0,984924623115578;0,939698492462312;1;1;0,924623115577889;"295-1";1379;1;40;912,571717280742
1047;64;"G";80;1;0,939698492462312;1;1;0,939698492462312;"295-1";1679;1;40;1045,1418945199
1053;64;"G";80;0,984924623115578;0,939698492462312;1;1;0,924623115577889;"295-1";1479;1;80;1024,27591868554
12;63;"G";80;0,969849246231156;0,949748743718593;1;1;0,924623115577889;"ER 20D-2";1880;1;80;746,259039057994
14;63;"G";80;0,979899497487437;0,949748743718593;1;1;0,934673366834171;"211-1";2241;2;80;883,736961496171
32;63;"G";80;0,974874371859296;0,949748743718593;1;1;0,924623115577889;"295-1";1279;1;80;889,006873563089
57;63;"G";80;0,979899497487437;0,949748743718593;1;1;0,934673366834171;"264-1";3456;1;80;765,887583017809
79;63;"G";80;0,994974874371859;0,949748743718593;1;1;0,949748743718593;"G1206-3";2087;1;80;883,367468423894
94;63;"G";80;0,954773869346734;0,949748743718593;1;1;0,909547738693467;"185CL1-1";2984;1;100;662,002218059334
102;63;"G";80;0,969849246231156;0,949748743718593;1;1;0,924623115577889;"G1206-1";2090;1;80;863,229807604932
128;63;"G";80;0,984924623115578;0,949748743718593;1;1;0,934673366834171;"9274-1";1980;1;80;1021,11895287679
164;63;"G";80;0,979899497487437;0,949748743718593;1;1;0,934673366834171;"294-3";1480;1;80;881,272152419471
167;63;"G";80;0,974874371859296;0,949748743718593;1;1;0,92964824120603;"232-2";2322;1;80;755,6825161526
174;63;"G";80;0,959798994974874;0,949748743718593;1;1;0,914572864321608;"260-2";1484;1;90;762,242940439577
175;63;"G";80;1;0,949748743718593;1;1;0,949748743718593;"G1206-1";2690;1;80;1021,47582818879
177;63;"G";80;0,984924623115578;0,949748743718593;1;1;0,934673366834171;"G1206-1";2590;1;80;1016,52311609825
181;63;"G";80;0,979899497487437;0,949748743718593;1;1;0,934673366834171;"DH1004-1";1072;1;90;779,181259904269
184;63;"G";80;0,979899497487437;0,949748743718593;1;1;0,934673366834171;"G1206-3";1687;1;80;848,741788622444
206;63;"G";80;0,979899497487437;0,949748743718593;1;1;0,934673366834171;"G1700-2";1688;1;90;762,55635926115
219;63;"G";80;0,954773869346734;0,949748743718593;1;1;0,909547738693467;"185-2";2935;1;90;658,664144084364
226;63;"G";80;0,954773869346734;0,949748743718593;1;1;0,909547738693467;"185-2";3075;1;90;668,816333078269
228;63;"G";80;0,954773869346734;0,949748743718593;1;1;0,909547738693467;"185-2";3035;1;90;665,874322743458
266;63;"G";80;0,969849246231156;0,949748743718593;1;1;0,924623115577889;"294-3";1380;1;80;867,193864633555
283;63;"G";80;0,974874371859296;0,949748743718593;1;1;0,92964824120603;"ER 20D-2";1970;1;90;753,487189198305
288;63;"G";80;0,959798994974874;0,949748743718593;1;1;0,914572864321608;"261-1";1280;1;60;824,956462813785
292;63;"G";80;0,974874371859296;0,949748743718593;1;1;0,924623115577889;"294-1";1279;1;80;891,689169221388
376;63;"G";80;0,959798994974874;0,949748743718593;1;1;0,914572864321608;"294-3";1280;1;80;854,838160396345
415;63;"G";80;0,974874371859296;0,949748743718593;1;1;0,92964824120603;"232-2";2422;1;90;763,52993209362
417;63;"G";80;0,964824120603015;0,949748743718593;1;1;0,919597989949749;"G1206-1";4100;2;80;859,556734209813
419;63;"G";80;0,949748743718593;0,949748743718593;1;1;0,904522613065327;"151-1";2918;1;80;654,653319877115
420;63;"G";80;1;0,949748743718593;1;1;0,949748743718593;"DE1002-1";3990;1;80;1155,78017715167
427;63;"G";80;0,959798994974874;0,949748743718593;1;1;0,914572864321608;"G1206-3";1387;1;80;749,114112518104
429;63;"G";80;0,994974874371859;0,949748743718593;1;1;0,949748743718593;"G1206-3";3674;2;80;860,529187374215
430;63;"G";80;0,994974874371859;0,949748743718593;1;1;0,949748743718593;"G1206-3";2187;1;80;893,736394836174
432;63;"G";80;0,994974874371859;0,949748743718593;1;1;0,949748743718593;"203-1";1868;1;90;876,915924242969
444;63;"G";80;0,994974874371859;0,949748743718593;1;1;0,949748743718593;"203-1";1668;1;80;792,24707215649
446;63;"G";80;0,979899497487437;0,949748743718593;1;1;0,934673366834171;"203-1";1368;1;90;752,817898354465
460;63;"G";80;0,964824120603015;0,949748743718593;1;1;0,919597989949749;"G1700-1";1687;1;90;844,640229594921
463;63;"G";80;0,979899497487437;0,949748743718593;1;1;0,934673366834171;"66-1";3526;1;100;866,352778635464
470;63;"G";80;0,994974874371859;0,949748743718593;1;1;0,949748743718593;"66-2";3726;1;90;876,356908242111
481;63;"G";80;0,969849246231156;0,949748743718593;1;1;0,924623115577889;"203-1";1267;1;80;741,679472634862
503;63;"G";80;0,994974874371859;0,949748743718593;1;1;0,949748743718593;"G1206-4";1887;1;60;865,712512650703
533;63;"G";80;0,979899497487437;0,949748743718593;1;1;0,934673366834171;"261-1";1480;1;80;881,837246282889
558;63;"G";80;0,994974874371859;0,949748743718593;1;1;0,949748743718593;"225-1";1428;1;80;782,908512801698
561;63;"G";80;0,979899497487437;0,949748743718593;1;1;0,934673366834171;"G1700-1";2087;1;80;859,519887004114
620;63;"G";80;0,969849246231156;0,949748743718593;1;1;0,924623115577889;"203-1";1268;1;80;741,785959688446
628;63;"G";80;0,984924623115578;0,949748743718593;1;1;0,934673366834171;"294-1";1329;1;80;903,290386568296
639;63;"G";80;0,964824120603015;0,949748743718593;1;1;0,914572864321608;"D 75BB-1";1066;1;80;873,169327005145
647;63;"G";80;0,974874371859296;0,949748743718593;1;1;0,92964824120603;"G1206-3";1487;1;100;761,720826760884
649;63;"G";80;0,994974874371859;0,949748743718593;1;1;0,949748743718593;"G1206-3";1887;1;100;864,941777996404
676;63;"G";80;1;0,949748743718593;1;1;0,949748743718593;"1293-2";1680;1;65;921,334459946183
685;63;"G";80;0,954773869346734;0,949748743718593;1;1;0,909547738693467;"185-2";3084;1;100;669,4829957287
703;63;"G";80;0,969849246231156;0,949748743718593;1;1;0,924623115577889;"294-3";1370;1;80;865,891804639891
711;63;"G";80;1;0,949748743718593;1;1;0,949748743718593;"294-1";1764;1;40;1056,52845475141
712;63;"G";80;1;0,949748743718593;1;1;0,949748743718593;"294-2";1789;1;40;850,482585930078
723;63;"G";80;1;0,949748743718593;1;1;0,949748743718593;"363-1";2376;2;60;1103,09711723805
758;63;"G";80;0,994974874371859;0,949748743718593;1;1;0,949748743718593;"203-1";1598;1;100;781,902042638094
772;63;"G";80;0,959798994974874;0,949748743718593;1;1;0,914572864321608;"232-2";2072;1;90;738,144435372518
776;63;"G";80;0,954773869346734;0,949748743718593;1;1;0,909547738693467;"185-2";2885;1;90;655,133638272681
779;63;"G";80;0,979899497487437;0,949748743718593;1;1;0,934673366834171;"250-1";3476;1;90;855,123388143463
780;63;"G";80;0,974874371859296;0,949748743718593;1;1;0,92964824120603;"246-1";1882;1;90;749,605677110588
784;63;"G";80;0,979899497487437;0,949748743718593;1;1;0,934673366834171;"250-1";3326;1;90;849,100782178489
828;63;"G";80;0,959798994974874;0,949748743718593;1;1;0,914572864321608;"140-1";2283;1;100;695,791805181298
872;63;"G";80;0,994974874371859;0,949748743718593;1;1;0,949748743718593;"232-2";2762;1;100;852,467786771253
880;63;"G";80;0,959798994974874;0,949748743718593;1;1;0,914572864321608;"232-2";2087;1;80;739,128523206448
883;63;"G";80;0,994974874371859;0,949748743718593;1;1;0,949748743718593;"66-1";3726;1;90;876,356908242111
890;63;"G";80;0,954773869346734;0,949748743718593;1;1;0,909547738693467;"180-1";2084;1;100;683,697100033551
894;63;"G";80;0,974874371859296;0,949748743718593;1;1;0,92964824120603;"371-1";2084;1;100;740,655703291717
897;63;"G";80;0,969849246231156;0,949748743718593;1;1;0,924623115577889;"180-1";2384;1;90;739,848908452917
900;63;"G";80;0,959798994974874;0,949748743718593;1;1;0,914572864321608;"371-1";1884;1;100;715,305773292214
902;63;"G";80;0,954773869346734;0,949748743718593;1;1;0,909547738693467;"180-1";2074;1;100;682,444907837691
904;63;"G";80;0,974874371859296;0,949748743718593;1;1;0,92964824120603;"180-1";2484;1;90;750,985958691341
909;63;"G";80;0,954773869346734;0,949748743718593;1;1;0,909547738693467;"180-1";2064;1;90;681,199472667362
914;63;"G";80;0,959798994974874;0,949748743718593;1;1;0,914572864321608;"180-1";2284;1;90;710,313658532563
915;63;"G";80;0,954773869346734;0,949748743718593;1;1;0,909547738693467;"180-1";1884;1;90;659,847857745824
920;63;"G";80;0,994974874371859;0,949748743718593;1;1;0,949748743718593;"264-1";4356;1;80;876,87510703218
921;63;"G";80;0,974874371859296;0,949748743718593;1;1;0,92964824120603;"264-1";3076;1;90;746,923104667902
923;63;"G";80;0,994974874371859;0,949748743718593;1;1;0,949748743718593;"246-1";2482;1;80;861,830255963242
925;63;"G";80;0,994974874371859;0,949748743718593;1;1;0,949748743718593;"285-2";2560;1;90;778,273586937253
937;63;"G";80;0,954773869346734;0,949748743718593;1;1;0,909547738693467;"155-1";3073;1;90;701,910058021542
940;63;"G";80;0,974874371859296;0,949748743718593;1;1;0,924623115577889;"298-1";1168;1;80;1004,99701624139
947;63;"G";80;0,984924623115578;0,949748743718593;1;1;0,934673366834171;"261-2";1880;1;50;1022,21376116044
949;63;"G";80;0,994974874371859;0,949748743718593;1;1;0,949748743718593;"232-2";2772;1;90;852,9543578825
